Unnamed: 0,Inhibitor,Metal,Alloy,Temperature_K,pH,Salt_Concentrat_M,Efficiency,Cost/100 gm,Cost,Toxicity,Source,cluster_label
185,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,95.7,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774217,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
186,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,96.2,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774218,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
187,Cerium(IV) ammonium nitrate,Al,AA2024,298,7,0.01,97.3,10000,https://www.sigmaaldrich.com/IN/en/substance/ammoniumceriumivnitrate5482216774219,"skin damage ,eye irritation ,respiratory irritation and long lasting effect to aquatic life ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium_IV_-ammonium-nitrate#datasheet=LCSS&section=GHS-Classification,1
188,Cerium(III) sulfate,Al,AA2024,298,7,0.01,75.1,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
189,Cerium(III) sulfate,Al,AA2024,298,7,0.01,86,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
190,Cerium(III) sulfate,Al,AA2024,298,7,0.01,89.1,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
191,Cerium(III) sulfate,Al,AA2024,298,7,0.01,91.7,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
192,Cerium(III) sulfate,Al,AA2024,298,7,0.01,92.3,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
193,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.3,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
194,Cerium(III) sulfate,Al,AA2024,298,7,0.01,93.8,74600,https://www.sigmaaldrich.com/IN/en/product/aldrich/574201,"skin,eye and respiratory irritation ",https://pubchem.ncbi.nlm.nih.gov/compound/Cerium(III)%20sulfate#section=Safety-and-Hazards,1
195,Cerium(III) chloride,Al,AA2024,298,7,0.01,78.8,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
196,Cerium(III) chloride,Al,AA2024,298,7,0.01,81,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
197,Cerium(III) chloride,Al,AA2024,298,7,0.01,84,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
198,Cerium(III) chloride,Al,AA2024,298,7,0.01,87.3,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
199,Cerium(III) chloride,Al,AA2024,298,7,0.01,88.8,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
200,Cerium(III) chloride,Al,AA2024,298,7,0.01,90.7,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
201,Cerium (III) chloride,Al,AA2024,293,7,0.01,83.2,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
202,Cerium (III) chloride,Al,AA2024,293,7,0.01,87.48,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
203,Cerium (III) chloride,Al,AA2024,293,7,0.01,89.79,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
204,Cerium (III) chloride,Al,AA2024,313,7,0.01,70.62,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
205,Cerium (III) chloride,Al,AA2024,313,7,0.01,85.3,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
206,Cerium (III) chloride,Al,AA2024,333,7,0.01,66.66,11594.7,https://www.sigmaaldrich.com/IN/en/product/aldrich/228931,"skin burn,eye damage and toxic to aquatic life with long lasting effects",https://www.sigmaaldrich.com/IN/en/sds/ALDRICH/22300?userType=undefined,1
207,Phenylephrine,Al,AA2024,293,0,0,53.17,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
208,Phenylephrine,Al,AA2024,293,0,0,61.48,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
209,Phenylephrine,Al,AA2024,293,0,0,61.76,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
210,Phenylephrine,Al,AA2024,293,0,0,67.92,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
211,Phenylephrine,Al,AA2024,293,0,0,72.22,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
212,Phenylephrine,Al,AA2024,298,0,0,58.23,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
213,Phenylephrine,Al,AA2024,298,0,0,64.35,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
214,Phenylephrine,Al,AA2024,298,0,0,78.39,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
215,Phenylephrine,Al,AA2024,298,0,0,79.83,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
216,Phenylephrine,Al,AA2024,298,0,0,82.96,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
217,Phenylephrine,Al,AA2024,303,0,0,74.32,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
218,Phenylephrine,Al,AA2024,303,0,0,74.81,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
219,Phenylephrine,Al,AA2024,303,0,0,78.43,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
220,Phenylephrine,Al,AA2024,303,0,0,80.58,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
221,Phenylephrine,Al,AA2024,303,0,0,83.92,10000,,harmful if swallowed,https://pubchem.ncbi.nlm.nih.gov/compound/Phenylephrine#section=Safety-and-Hazards,2
222,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
223,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
224,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
225,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
226,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
227,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
228,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
229,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
230,Ferrous Gluconate,Al,AA2024,301,7,0.05,85,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
231,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
232,Ferrous Gluconate,Al,AA2024,301,7,0.05,81,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
233,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
234,Ferrous Gluconate,Al,AA2024,301,7,0.05,87,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
235,Ferrous Gluconate,Al,AA2024,301,7,0.05,99.9,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
236,Ferrous Gluconate,Al,AA2024,301,7,0.05,75,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
237,Ferrous Gluconate,Al,AA2024,301,7,0.05,75,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
238,Ferrous Gluconate,Al,AA2024,301,7,0.05,82,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
239,Ferrous Gluconate,Al,AA2024,301,7,0.05,90,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
240,Ferrous Gluconate,Al,AA2024,301,7,0.05,77,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
241,Ferrous Gluconate,Al,AA2024,301,7,0.05,77,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
242,Ferrous Gluconate,Al,AA2024,301,7,0.05,75,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
243,Ferrous Gluconate,Al,AA2024,301,7,0.05,90,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
244,Ferrous Gluconate,Al,AA2024,301,7,0.05,67,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
245,Ferrous Gluconate,Al,AA2024,301,7,0.05,67,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
246,Ferrous Gluconate,Al,AA2024,301,7,0.05,92,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
247,Ferrous Gluconate,Al,AA2024,301,7,0.05,62,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
248,Ferrous Gluconate,Al,AA2024,301,7,0.05,73,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
249,Ferrous Gluconate,Al,AA2024,301,7,0.05,83,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
250,Ferrous Gluconate,Al,AA2024,301,7,0.05,54,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
251,Ferrous Gluconate,Al,AA2024,301,7,0.05,63,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
252,Ferrous Gluconate,Al,AA2024,301,7,0.05,73,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
253,Ferrous Gluconate,Al,AA2024,301,7,0.05,60,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
254,Ferrous Gluconate,Al,AA2024,301,7,0.05,54,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
255,Ferrous Gluconate,Al,AA2024,301,7,0.05,56,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
256,Ferrous Gluconate,Al,AA2024,301,7,0.05,50,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
257,Ferrous Gluconate,Al,AA2024,301,7,0.05,50,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
258,Ferrous Gluconate,Al,AA2024,301,7,0.05,52,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
259,Ferrous Gluconate,Al,AA2024,301,7,0.05,52,55,https://www.indiamart.com/proddetail/ferrous-gluconate-23543305197.html,"harmful if swallowed ,eye damage and eye irritation",https://pubchem.ncbi.nlm.nih.gov/compound/Ferrous%20Gluconate#section=Safety-and-Hazards,2
260,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
261,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
262,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
263,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
264,Zinc Gluconate,Al,AA2024,301,7,0.05,70,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
265,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
266,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
267,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
268,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
269,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
270,Zinc Gluconate,Al,AA2024,301,7,0.05,62,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
271,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
272,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
273,Zinc Gluconate,Al,AA2024,301,7,0.05,65,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
274,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
275,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
276,Zinc Gluconate,Al,AA2024,301,7,0.05,67,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
277,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
278,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
279,Zinc Gluconate,Al,AA2024,301,7,0.05,53,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
280,Zinc Gluconate,Al,AA2024,301,7,0.05,67,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
281,Zinc Gluconate,Al,AA2024,301,7,0.05,99.9,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
282,Zinc Gluconate,Al,AA2024,301,7,0.05,53,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
283,Zinc Gluconate,Al,AA2024,301,7,0.05,55,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
284,Zinc Gluconate,Al,AA2024,301,7,0.05,90,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
285,Zinc Gluconate,Al,AA2024,301,7,0.05,57,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
286,Zinc Gluconate,Al,AA2024,301,7,0.05,91,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
287,Zinc Gluconate,Al,AA2024,301,7,0.05,58,1.6,https://www.indiamart.com/proddetail/zinc-gluconate-20848607848.html,eye damage and toxic to aquatic life with long lasting effects,https://pubchem.ncbi.nlm.nih.gov/compound/Zinc%20Gluconate#section=Safety-and-Hazards,0
